covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
Trade_random,-0.5245426498343708,0.5918259741876933,0.11415583359060551,-0.7482839722971053,-0.30080132737163634,0.4731778427304003,0.7402248205497158,0.0,-4.594970167845529,4.328111845232128e-06,17.81783078816387
Trade_search,0.5533266223549304,1.7390284971965528,0.09674378554654338,0.36371228695563873,0.742940957754222,1.4386602332915324,2.102108645307129,0.0,5.719505591278783,1.0683445919770643e-08,26.480047699197044
Trade_market,0.25160002321020786,1.2860815316341065,0.10218133327603571,0.051328290096893686,0.45187175632352206,1.0526684171807368,1.5712504327241978,0.0,2.462289492059455,0.013805318697288084,6.1786319966919185
