T,E,Agent_type,Scenario,Trading,RUN_NUMBER
123.0,1.0,random,Baseline,True,2
241.0,1.0,random,Baseline,True,2
162.0,1.0,random,Baseline,True,2
230.0,1.0,random,Baseline,True,2
176.0,1.0,random,Baseline,True,2
154.0,1.0,random,Baseline,True,2
186.0,1.0,random,Baseline,True,2
207.0,1.0,random,Baseline,True,2
182.0,1.0,random,Baseline,True,2
229.0,1.0,random,Baseline,True,2
205.0,1.0,random,Baseline,True,2
177.0,1.0,random,Baseline,True,2
143.0,1.0,random,Baseline,True,2
172.0,1.0,random,Baseline,True,2
176.0,1.0,random,Baseline,True,2
207.0,1.0,random,Baseline,True,2
217.0,1.0,random,Baseline,True,2
203.0,1.0,random,Baseline,True,2
180.0,1.0,random,Baseline,True,2
228.0,1.0,random,Baseline,True,2
125.0,1.0,random,Baseline,True,2
134.0,1.0,random,Baseline,True,2
163.0,1.0,random,Baseline,True,2
177.0,1.0,random,Baseline,True,2
188.0,1.0,random,Baseline,True,2
153.0,1.0,random,Baseline,True,2
136.0,1.0,random,Baseline,True,2
128.0,1.0,random,Baseline,True,2
182.0,1.0,random,Baseline,True,2
237.0,1.0,random,Baseline,True,2
151.0,1.0,random,Baseline,True,2
155.0,1.0,random,Baseline,True,2
207.0,1.0,random,Baseline,True,2
164.0,1.0,random,Baseline,True,2
182.0,1.0,random,Baseline,True,2
249.0,1.0,random,Baseline,True,2
156.0,1.0,random,Baseline,True,2
133.0,1.0,random,Baseline,True,2
215.0,1.0,random,Baseline,True,2
164.0,1.0,random,Baseline,True,2
204.0,1.0,random,Baseline,True,2
218.0,1.0,random,Baseline,True,2
162.0,1.0,random,Baseline,True,2
219.0,1.0,random,Baseline,True,2
195.0,1.0,random,Baseline,True,2
247.0,1.0,random,Baseline,True,2
206.0,1.0,random,Baseline,True,2
225.0,1.0,random,Baseline,True,2
154.0,1.0,random,Baseline,True,2
159.0,1.0,random,Baseline,True,2
247.0,1.0,random,Baseline,True,2
215.0,1.0,random,Baseline,True,2
152.0,1.0,random,Baseline,True,2
155.0,1.0,random,Baseline,True,2
124.0,1.0,random,Baseline,True,2
198.0,1.0,random,Baseline,True,2
