,T,E,Trade_random,Trade_search,Trade_market
0,149.0,1.0,0,0,0
1,129.0,1.0,0,0,0
2,157.0,1.0,0,0,0
3,146.0,1.0,0,0,0
4,200.0,1.0,0,0,0
5,174.0,1.0,0,0,0
6,166.0,1.0,0,0,0
7,147.0,1.0,0,0,0
8,141.0,1.0,0,0,0
9,139.0,1.0,0,0,0
10,150.0,1.0,0,0,0
11,126.0,1.0,0,0,0
12,196.0,1.0,0,0,0
13,150.0,1.0,0,0,0
14,158.0,1.0,0,0,0
15,182.0,1.0,0,0,0
16,136.0,1.0,0,0,0
17,168.0,1.0,0,0,0
18,150.0,1.0,0,0,0
19,191.0,1.0,0,0,0
20,167.0,1.0,0,0,0
21,132.0,1.0,0,0,0
22,171.0,1.0,0,0,0
23,118.0,1.0,0,0,0
24,169.0,1.0,0,0,0
25,157.0,1.0,0,0,0
26,159.0,1.0,0,0,0
27,115.0,1.0,0,0,0
28,122.0,1.0,0,0,0
29,222.0,1.0,0,0,0
30,215.0,1.0,0,0,0
31,130.0,1.0,0,0,0
32,192.0,1.0,0,0,0
33,210.0,1.0,0,0,0
34,172.0,1.0,0,0,0
35,172.0,1.0,0,0,0
36,166.0,1.0,0,0,0
37,119.0,1.0,0,0,0
38,150.0,1.0,0,0,0
39,119.0,1.0,0,0,0
40,175.0,1.0,0,0,0
41,125.0,1.0,0,0,0
42,124.0,1.0,0,0,0
43,224.0,1.0,0,0,0
44,137.0,1.0,0,0,0
45,137.0,1.0,0,0,0
46,153.0,1.0,0,0,0
47,151.0,1.0,0,0,0
48,189.0,1.0,0,0,0
49,223.0,1.0,0,0,0
0,160.0,1.0,0,0,0
1,123.0,1.0,0,0,0
2,187.0,1.0,0,0,0
3,194.0,1.0,0,0,0
4,141.0,1.0,0,0,0
5,129.0,1.0,0,0,0
6,123.0,1.0,0,0,0
7,138.0,1.0,0,0,0
8,153.0,1.0,0,0,0
9,152.0,1.0,0,0,0
10,202.0,1.0,0,0,0
11,129.0,1.0,0,0,0
12,158.0,1.0,0,0,0
13,157.0,1.0,0,0,0
14,200.0,1.0,0,0,0
15,141.0,1.0,0,0,0
16,192.0,1.0,0,0,0
17,190.0,1.0,0,0,0
18,160.0,1.0,0,0,0
19,124.0,1.0,0,0,0
20,151.0,1.0,0,0,0
21,128.0,1.0,0,0,0
22,171.0,1.0,0,0,0
23,204.0,1.0,0,0,0
24,165.0,1.0,0,0,0
25,219.0,1.0,0,0,0
26,216.0,1.0,0,0,0
27,165.0,1.0,0,0,0
28,156.0,1.0,0,0,0
29,137.0,1.0,0,0,0
30,214.0,1.0,0,0,0
31,179.0,1.0,0,0,0
32,190.0,1.0,0,0,0
33,184.0,1.0,0,0,0
34,139.0,1.0,0,0,0
35,181.0,1.0,0,0,0
36,211.0,1.0,0,0,0
37,189.0,1.0,0,0,0
38,157.0,1.0,0,0,0
39,196.0,1.0,0,0,0
40,127.0,1.0,0,0,0
41,151.0,1.0,0,0,0
42,128.0,1.0,0,0,0
43,211.0,1.0,0,0,0
44,170.0,1.0,0,0,0
45,209.0,1.0,0,0,0
46,177.0,1.0,0,0,0
47,207.0,1.0,0,0,0
48,126.0,1.0,0,0,0
49,158.0,1.0,0,0,0
0,184.0,1.0,0,0,0
1,184.0,1.0,0,0,0
2,137.0,1.0,0,0,0
3,200.0,1.0,0,0,0
4,188.0,1.0,0,0,0
5,215.0,1.0,0,0,0
6,149.0,1.0,0,0,0
7,149.0,1.0,0,0,0
8,119.0,1.0,0,0,0
9,218.0,1.0,0,0,0
10,199.0,1.0,0,0,0
11,121.0,1.0,0,0,0
12,165.0,1.0,0,0,0
13,121.0,1.0,0,0,0
14,205.0,1.0,0,0,0
15,168.0,1.0,0,0,0
16,195.0,1.0,0,0,0
17,170.0,1.0,0,0,0
18,171.0,1.0,0,0,0
19,188.0,1.0,0,0,0
20,152.0,1.0,0,0,0
21,154.0,1.0,0,0,0
22,185.0,1.0,0,0,0
23,163.0,1.0,0,0,0
24,220.0,1.0,0,0,0
25,169.0,1.0,0,0,0
26,212.0,1.0,0,0,0
27,159.0,1.0,0,0,0
