covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
Trade_random,-0.2319466664755558,0.7929884150459077,0.1386602764807555,-0.5037158144642029,0.039822481513091285,0.604281086401188,1.0406260274370627,0.0,-1.6727693926655876,0.09437270245636531,3.4054865730473254
Trade_search,-1.1401223638519207,0.31977988992309037,0.1619288302601683,-1.4574970392205502,-0.8227476884832912,0.23281828108266361,0.4392231465832188,0.0,-7.040885566950033,1.910218425132722e-12,38.92939952507908
Trade_market,1.4097672981082068,4.0950023783896885,0.11480302020977474,1.1847575131806243,1.6347770830357893,3.269893819171629,5.1283146812593925,0.0,12.279879880618108,1.1617061381175953e-34,112.72931005131507
