T,E,Agent_type,Scenario,Trading,RUN_NUMBER
141.0,1.0,pathfind_market,Market,True,2
144.0,1.0,pathfind_market,Market,True,2
161.0,1.0,pathfind_market,Market,True,2
141.0,1.0,pathfind_market,Market,True,2
141.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
241.0,1.0,pathfind_market,Market,True,2
221.0,1.0,pathfind_market,Market,True,2
141.0,1.0,pathfind_market,Market,True,2
121.0,1.0,pathfind_market,Market,True,2
141.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
181.0,1.0,pathfind_market,Market,True,2
144.0,1.0,pathfind_market,Market,True,2
200.0,1.0,pathfind_market,Market,True,2
111.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
171.0,1.0,pathfind_market,Market,True,2
191.0,1.0,pathfind_market,Market,True,2
180.0,1.0,pathfind_market,Market,True,2
190.0,1.0,pathfind_market,Market,True,2
160.0,1.0,pathfind_market,Market,True,2
121.0,1.0,pathfind_market,Market,True,2
171.0,1.0,pathfind_market,Market,True,2
131.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
161.0,1.0,pathfind_market,Market,True,2
141.0,1.0,pathfind_market,Market,True,2
200.0,1.0,pathfind_market,Market,True,2
171.0,1.0,pathfind_market,Market,True,2
131.0,1.0,pathfind_market,Market,True,2
131.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
200.0,1.0,pathfind_market,Market,True,2
161.0,1.0,pathfind_market,Market,True,2
160.0,1.0,pathfind_market,Market,True,2
171.0,1.0,pathfind_market,Market,True,2
141.0,1.0,pathfind_market,Market,True,2
181.0,1.0,pathfind_market,Market,True,2
190.0,1.0,pathfind_market,Market,True,2
121.0,1.0,pathfind_market,Market,True,2
111.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
171.0,1.0,pathfind_market,Market,True,2
141.0,1.0,pathfind_market,Market,True,2
201.0,1.0,pathfind_market,Market,True,2
171.0,1.0,pathfind_market,Market,True,2
131.0,1.0,pathfind_market,Market,True,2
171.0,1.0,pathfind_market,Market,True,2
230.0,1.0,pathfind_market,Market,True,2
121.0,1.0,pathfind_market,Market,True,2
131.0,1.0,pathfind_market,Market,True,2
144.0,1.0,pathfind_market,Market,True,2
161.0,1.0,pathfind_market,Market,True,2
131.0,1.0,pathfind_market,Market,True,2
180.0,1.0,pathfind_market,Market,True,2
191.0,1.0,pathfind_market,Market,True,2
201.0,1.0,pathfind_market,Market,True,2
230.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
131.0,1.0,pathfind_market,Market,True,2
181.0,1.0,pathfind_market,Market,True,2
210.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
131.0,1.0,pathfind_market,Market,True,2
111.0,1.0,pathfind_market,Market,True,2
190.0,1.0,pathfind_market,Market,True,2
101.0,1.0,pathfind_market,Market,True,2
161.0,1.0,pathfind_market,Market,True,2
181.0,1.0,pathfind_market,Market,True,2
200.0,1.0,pathfind_market,Market,True,2
190.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
181.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
141.0,1.0,pathfind_market,Market,True,2
141.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
227.0,1.0,pathfind_market,Market,True,2
161.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
190.0,1.0,pathfind_market,Market,True,2
171.0,1.0,pathfind_market,Market,True,2
131.0,1.0,pathfind_market,Market,True,2
111.0,1.0,pathfind_market,Market,True,2
181.0,1.0,pathfind_market,Market,True,2
121.0,1.0,pathfind_market,Market,True,2
200.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
190.0,1.0,pathfind_market,Market,True,2
171.0,1.0,pathfind_market,Market,True,2
161.0,1.0,pathfind_market,Market,True,2
181.0,1.0,pathfind_market,Market,True,2
171.0,1.0,pathfind_market,Market,True,2
141.0,1.0,pathfind_market,Market,True,2
190.0,1.0,pathfind_market,Market,True,2
203.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
181.0,1.0,pathfind_market,Market,True,2
101.0,1.0,pathfind_market,Market,True,2
161.0,1.0,pathfind_market,Market,True,2
181.0,1.0,pathfind_market,Market,True,2
161.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
131.0,1.0,pathfind_market,Market,True,2
181.0,1.0,pathfind_market,Market,True,2
200.0,1.0,pathfind_market,Market,True,2
101.0,1.0,pathfind_market,Market,True,2
151.0,1.0,pathfind_market,Market,True,2
161.0,1.0,pathfind_market,Market,True,2
