T,E,Agent_type,Scenario,Trading,RUN_NUMBER
180.0,1.0,random,Baseline,True,2
155.0,1.0,random,Baseline,True,2
114.0,1.0,random,Baseline,True,2
151.0,1.0,random,Baseline,True,2
221.0,1.0,random,Baseline,True,2
113.0,1.0,random,Baseline,True,2
214.0,1.0,random,Baseline,True,2
146.0,1.0,random,Baseline,True,2
220.0,1.0,random,Baseline,True,2
192.0,1.0,random,Baseline,True,2
199.0,1.0,random,Baseline,True,2
147.0,1.0,random,Baseline,True,2
196.0,1.0,random,Baseline,True,2
230.0,1.0,random,Baseline,True,2
179.0,1.0,random,Baseline,True,2
194.0,1.0,random,Baseline,True,2
103.0,1.0,random,Baseline,True,2
200.0,1.0,random,Baseline,True,2
243.0,1.0,random,Baseline,True,2
186.0,1.0,random,Baseline,True,2
135.0,1.0,random,Baseline,True,2
125.0,1.0,random,Baseline,True,2
172.0,1.0,random,Baseline,True,2
201.0,1.0,random,Baseline,True,2
228.0,1.0,random,Baseline,True,2
137.0,1.0,random,Baseline,True,2
181.0,1.0,random,Baseline,True,2
159.0,1.0,random,Baseline,True,2
153.0,1.0,random,Baseline,True,2
168.0,1.0,random,Baseline,True,2
141.0,1.0,random,Baseline,True,2
184.0,1.0,random,Baseline,True,2
115.0,1.0,random,Baseline,True,2
200.0,1.0,random,Baseline,True,2
154.0,1.0,random,Baseline,True,2
168.0,1.0,random,Baseline,True,2
201.0,1.0,random,Baseline,True,2
196.0,1.0,random,Baseline,True,2
188.0,1.0,random,Baseline,True,2
141.0,1.0,random,Baseline,True,2
172.0,1.0,random,Baseline,True,2
112.0,1.0,random,Baseline,True,2
236.0,1.0,random,Baseline,True,2
173.0,1.0,random,Baseline,True,2
153.0,1.0,random,Baseline,True,2
278.0,1.0,random,Baseline,True,2
183.0,1.0,random,Baseline,True,2
180.0,1.0,random,Baseline,True,2
145.0,1.0,random,Baseline,True,2
181.0,1.0,random,Baseline,True,2
290.0,1.0,random,Baseline,True,2
155.0,1.0,random,Baseline,True,2
152.0,1.0,random,Baseline,True,2
129.0,1.0,random,Baseline,True,2
150.0,1.0,random,Baseline,True,2
194.0,1.0,random,Baseline,True,2
167.0,1.0,random,Baseline,True,2
163.0,1.0,random,Baseline,True,2
248.0,1.0,random,Baseline,True,2
269.0,1.0,random,Baseline,True,2
204.0,1.0,random,Baseline,True,2
165.0,1.0,random,Baseline,True,2
193.0,1.0,random,Baseline,True,2
230.0,1.0,random,Baseline,True,2
217.0,1.0,random,Baseline,True,2
205.0,1.0,random,Baseline,True,2
111.0,1.0,random,Baseline,True,2
231.0,1.0,random,Baseline,True,2
121.0,1.0,random,Baseline,True,2
205.0,1.0,random,Baseline,True,2
221.0,1.0,random,Baseline,True,2
162.0,1.0,random,Baseline,True,2
198.0,1.0,random,Baseline,True,2
170.0,1.0,random,Baseline,True,2
212.0,1.0,random,Baseline,True,2
163.0,1.0,random,Baseline,True,2
175.0,1.0,random,Baseline,True,2
221.0,1.0,random,Baseline,True,2
130.0,1.0,random,Baseline,True,2
226.0,1.0,random,Baseline,True,2
159.0,1.0,random,Baseline,True,2
147.0,1.0,random,Baseline,True,2
174.0,1.0,random,Baseline,True,2
200.0,1.0,random,Baseline,True,2
209.0,1.0,random,Baseline,True,2
143.0,1.0,random,Baseline,True,2
208.0,1.0,random,Baseline,True,2
163.0,1.0,random,Baseline,True,2
162.0,1.0,random,Baseline,True,2
221.0,1.0,random,Baseline,True,2
169.0,1.0,random,Baseline,True,2
177.0,1.0,random,Baseline,True,2
181.0,1.0,random,Baseline,True,2
132.0,1.0,random,Baseline,True,2
158.0,1.0,random,Baseline,True,2
222.0,1.0,random,Baseline,True,2
159.0,1.0,random,Baseline,True,2
186.0,1.0,random,Baseline,True,2
178.0,1.0,random,Baseline,True,2
178.0,1.0,random,Baseline,True,2
171.0,1.0,random,Baseline,True,2
162.0,1.0,random,Baseline,True,2
163.0,1.0,random,Baseline,True,2
181.0,1.0,random,Baseline,True,2
156.0,1.0,random,Baseline,True,2
167.0,1.0,random,Baseline,True,2
165.0,1.0,random,Baseline,True,2
168.0,1.0,random,Baseline,True,2
158.0,1.0,random,Baseline,True,2
123.0,1.0,random,Baseline,True,2
177.0,1.0,random,Baseline,True,2
238.0,1.0,random,Baseline,True,2
157.0,1.0,random,Baseline,True,2
200.0,1.0,random,Baseline,True,2
186.0,1.0,random,Baseline,True,2
192.0,1.0,random,Baseline,True,2
129.0,1.0,random,Baseline,True,2
164.0,1.0,random,Baseline,True,2
210.0,1.0,random,Baseline,True,2
141.0,1.0,random,Baseline,True,2
147.0,1.0,random,Baseline,True,2
245.0,1.0,random,Baseline,True,2
252.0,1.0,random,Baseline,True,2
208.0,1.0,random,Baseline,True,2
231.0,1.0,random,Baseline,True,2
211.0,1.0,random,Baseline,True,2
176.0,1.0,random,Baseline,True,2
151.0,1.0,random,Baseline,True,2
106.0,1.0,random,Baseline,True,2
194.0,1.0,random,Baseline,True,2
162.0,1.0,random,Baseline,True,2
136.0,1.0,random,Baseline,True,2
217.0,1.0,random,Baseline,True,2
171.0,1.0,random,Baseline,True,2
196.0,1.0,random,Baseline,True,2
182.0,1.0,random,Baseline,True,2
212.0,1.0,random,Baseline,True,2
116.0,1.0,random,Baseline,True,2
126.0,1.0,random,Baseline,True,2
217.0,1.0,random,Baseline,True,2
148.0,1.0,random,Baseline,True,2
161.0,1.0,random,Baseline,True,2
137.0,1.0,random,Baseline,True,2
163.0,1.0,random,Baseline,True,2
192.0,1.0,random,Baseline,True,2
157.0,1.0,random,Baseline,True,2
196.0,1.0,random,Baseline,True,2
249.0,1.0,random,Baseline,True,2
221.0,1.0,random,Baseline,True,2
145.0,1.0,random,Baseline,True,2
213.0,1.0,random,Baseline,True,2
147.0,1.0,random,Baseline,True,2
176.0,1.0,random,Baseline,True,2
150.0,1.0,random,Baseline,True,2
236.0,1.0,random,Baseline,True,2
245.0,1.0,random,Baseline,True,2
172.0,1.0,random,Baseline,True,2
131.0,1.0,random,Baseline,True,2
206.0,1.0,random,Baseline,True,2
174.0,1.0,random,Baseline,True,2
182.0,1.0,random,Baseline,True,2
146.0,1.0,random,Baseline,True,2
178.0,1.0,random,Baseline,True,2
173.0,1.0,random,Baseline,True,2
147.0,1.0,random,Baseline,True,2
187.0,1.0,random,Baseline,True,2
145.0,1.0,random,Baseline,True,2
159.0,1.0,random,Baseline,True,2
183.0,1.0,random,Baseline,True,2
229.0,1.0,random,Baseline,True,2
113.0,1.0,random,Baseline,True,2
217.0,1.0,random,Baseline,True,2
235.0,1.0,random,Baseline,True,2
192.0,1.0,random,Baseline,True,2
114.0,1.0,random,Baseline,True,2
177.0,1.0,random,Baseline,True,2
171.0,1.0,random,Baseline,True,2
197.0,1.0,random,Baseline,True,2
182.0,1.0,random,Baseline,True,2
130.0,1.0,random,Baseline,True,2
214.0,1.0,random,Baseline,True,2
186.0,1.0,random,Baseline,True,2
156.0,1.0,random,Baseline,True,2
191.0,1.0,random,Baseline,True,2
146.0,1.0,random,Baseline,True,2
209.0,1.0,random,Baseline,True,2
203.0,1.0,random,Baseline,True,2
170.0,1.0,random,Baseline,True,2
137.0,1.0,random,Baseline,True,2
130.0,1.0,random,Baseline,True,2
131.0,1.0,random,Baseline,True,2
131.0,1.0,random,Baseline,True,2
198.0,1.0,random,Baseline,True,2
159.0,1.0,random,Baseline,True,2
152.0,1.0,random,Baseline,True,2
180.0,1.0,random,Baseline,True,2
156.0,1.0,random,Baseline,True,2
193.0,1.0,random,Baseline,True,2
222.0,1.0,random,Baseline,True,2
118.0,1.0,random,Baseline,True,2
