T,E,Agent_type,Scenario,Trading,RUN_NUMBER
181.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
161.0,1.0,pathfind_neighbor,Baseline,True,1
187.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
200.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
190.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
181.0,1.0,pathfind_neighbor,Baseline,True,1
131.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
181.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
131.0,1.0,pathfind_neighbor,Baseline,True,1
131.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
171.0,1.0,pathfind_neighbor,Baseline,True,1
131.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
131.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
171.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
190.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
161.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
181.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
200.0,1.0,pathfind_neighbor,Baseline,True,1
171.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
200.0,1.0,pathfind_neighbor,Baseline,True,1
171.0,1.0,pathfind_neighbor,Baseline,True,1
181.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
200.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
190.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
190.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
161.0,1.0,pathfind_neighbor,Baseline,True,1
181.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
161.0,1.0,pathfind_neighbor,Baseline,True,1
200.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
181.0,1.0,pathfind_neighbor,Baseline,True,1
161.0,1.0,pathfind_neighbor,Baseline,True,1
161.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
171.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
181.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
200.0,1.0,pathfind_neighbor,Baseline,True,1
171.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
161.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
190.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
173.0,1.0,pathfind_neighbor,Baseline,True,1
171.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
131.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
161.0,1.0,pathfind_neighbor,Baseline,True,1
181.0,1.0,pathfind_neighbor,Baseline,True,1
129.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
200.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
200.0,1.0,pathfind_neighbor,Baseline,True,1
161.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
181.0,1.0,pathfind_neighbor,Baseline,True,1
161.0,1.0,pathfind_neighbor,Baseline,True,1
200.0,1.0,pathfind_neighbor,Baseline,True,1
171.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
181.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
147.0,1.0,pathfind_neighbor,Baseline,True,1
181.0,1.0,pathfind_neighbor,Baseline,True,1
158.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
190.0,1.0,pathfind_neighbor,Baseline,True,1
161.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
181.0,1.0,pathfind_neighbor,Baseline,True,1
131.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
116.0,1.0,pathfind_neighbor,Baseline,True,1
131.0,1.0,pathfind_neighbor,Baseline,True,1
131.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
200.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
190.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
190.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
171.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
200.0,1.0,pathfind_neighbor,Baseline,True,1
200.0,1.0,pathfind_neighbor,Baseline,True,1
161.0,1.0,pathfind_neighbor,Baseline,True,1
190.0,1.0,pathfind_neighbor,Baseline,True,1
190.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
161.0,1.0,pathfind_neighbor,Baseline,True,1
161.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
161.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
131.0,1.0,pathfind_neighbor,Baseline,True,1
149.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
190.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
171.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
131.0,1.0,pathfind_neighbor,Baseline,True,1
181.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
131.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
161.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
141.0,1.0,pathfind_neighbor,Baseline,True,1
190.0,1.0,pathfind_neighbor,Baseline,True,1
200.0,1.0,pathfind_neighbor,Baseline,True,1
171.0,1.0,pathfind_neighbor,Baseline,True,1
121.0,1.0,pathfind_neighbor,Baseline,True,1
101.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
161.0,1.0,pathfind_neighbor,Baseline,True,1
200.0,1.0,pathfind_neighbor,Baseline,True,1
111.0,1.0,pathfind_neighbor,Baseline,True,1
151.0,1.0,pathfind_neighbor,Baseline,True,1
