T,E,Agent_type,Scenario,Trading,RUN_NUMBER
149.0,1.0,random,Baseline,False,2
203.0,1.0,random,Baseline,False,2
172.0,1.0,random,Baseline,False,2
181.0,1.0,random,Baseline,False,2
214.0,1.0,random,Baseline,False,2
160.0,1.0,random,Baseline,False,2
222.0,1.0,random,Baseline,False,2
148.0,1.0,random,Baseline,False,2
147.0,1.0,random,Baseline,False,2
148.0,1.0,random,Baseline,False,2
160.0,1.0,random,Baseline,False,2
134.0,1.0,random,Baseline,False,2
199.0,1.0,random,Baseline,False,2
219.0,1.0,random,Baseline,False,2
163.0,1.0,random,Baseline,False,2
134.0,1.0,random,Baseline,False,2
186.0,1.0,random,Baseline,False,2
142.0,1.0,random,Baseline,False,2
166.0,1.0,random,Baseline,False,2
190.0,1.0,random,Baseline,False,2
228.0,1.0,random,Baseline,False,2
194.0,1.0,random,Baseline,False,2
159.0,1.0,random,Baseline,False,2
159.0,1.0,random,Baseline,False,2
197.0,1.0,random,Baseline,False,2
196.0,1.0,random,Baseline,False,2
165.0,1.0,random,Baseline,False,2
155.0,1.0,random,Baseline,False,2
219.0,1.0,random,Baseline,False,2
155.0,1.0,random,Baseline,False,2
134.0,1.0,random,Baseline,False,2
153.0,1.0,random,Baseline,False,2
225.0,1.0,random,Baseline,False,2
195.0,1.0,random,Baseline,False,2
174.0,1.0,random,Baseline,False,2
149.0,1.0,random,Baseline,False,2
179.0,1.0,random,Baseline,False,2
211.0,1.0,random,Baseline,False,2
174.0,1.0,random,Baseline,False,2
241.0,1.0,random,Baseline,False,2
181.0,1.0,random,Baseline,False,2
186.0,1.0,random,Baseline,False,2
207.0,1.0,random,Baseline,False,2
187.0,1.0,random,Baseline,False,2
134.0,1.0,random,Baseline,False,2
173.0,1.0,random,Baseline,False,2
216.0,1.0,random,Baseline,False,2
198.0,1.0,random,Baseline,False,2
165.0,1.0,random,Baseline,False,2
216.0,1.0,random,Baseline,False,2
161.0,1.0,random,Baseline,False,2
149.0,1.0,random,Baseline,False,2
168.0,1.0,random,Baseline,False,2
157.0,1.0,random,Baseline,False,2
135.0,1.0,random,Baseline,False,2
186.0,1.0,random,Baseline,False,2
155.0,1.0,random,Baseline,False,2
257.0,1.0,random,Baseline,False,2
