covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
Trade_random,0.11783971804400314,1.1250637694933587,0.08292780446479153,-0.044695792023968145,0.28037522811197446,0.9562883481318208,1.3236263809962514,0.0,1.420991654180765,0.15531918571402048,2.6866920460708528
Trade_search,-0.6594677952361105,0.5171264784441051,0.08496319940441811,-0.8259926060800651,-0.49294298439215606,0.437800213564719,0.6108260946941485,0.0,-7.761805109257903,8.372900358642653e-15,46.76319396681631
Trade_market,-0.5557110334823812,0.5736642216794894,0.08389795268176632,-0.7201479991152888,-0.3912740678494735,0.4866802223873087,0.6761948073847106,0.0,-6.623654281413171,3.504258099576829e-11,34.732100005903376
