,T,E,Trade_random,Trade_search,Trade_market
0,135.0,1.0,0,0,0
1,211.0,1.0,0,0,0
2,191.0,1.0,0,0,0
3,122.0,1.0,0,0,0
4,142.0,1.0,0,0,0
5,181.0,1.0,0,0,0
6,171.0,1.0,0,0,0
7,174.0,1.0,0,0,0
8,174.0,1.0,0,0,0
9,173.0,1.0,0,0,0
10,116.0,1.0,0,0,0
11,175.0,1.0,0,0,0
12,137.0,1.0,0,0,0
13,153.0,1.0,0,0,0
14,162.0,1.0,0,0,0
15,180.0,1.0,0,0,0
16,183.0,1.0,0,0,0
17,161.0,1.0,0,0,0
18,185.0,1.0,0,0,0
19,119.0,1.0,0,0,0
20,181.0,1.0,0,0,0
21,178.0,1.0,0,0,0
22,222.0,1.0,0,0,0
23,224.0,1.0,0,0,0
24,153.0,1.0,0,0,0
25,176.0,1.0,0,0,0
26,206.0,1.0,0,0,0
27,146.0,1.0,0,0,0
28,118.0,1.0,0,0,0
29,124.0,1.0,0,0,0
30,117.0,1.0,0,0,0
31,212.0,1.0,0,0,0
32,187.0,1.0,0,0,0
33,207.0,1.0,0,0,0
34,202.0,1.0,0,0,0
35,119.0,1.0,0,0,0
36,162.0,1.0,0,0,0
37,115.0,1.0,0,0,0
38,149.0,1.0,0,0,0
39,204.0,1.0,0,0,0
40,151.0,1.0,0,0,0
41,198.0,1.0,0,0,0
42,181.0,1.0,0,0,0
43,153.0,1.0,0,0,0
44,124.0,1.0,0,0,0
45,181.0,1.0,0,0,0
46,210.0,1.0,0,0,0
47,167.0,1.0,0,0,0
48,115.0,1.0,0,0,0
49,228.0,1.0,0,0,0
0,175.0,1.0,0,0,0
1,176.0,1.0,0,0,0
2,182.0,1.0,0,0,0
3,218.0,1.0,0,0,0
4,220.0,1.0,0,0,0
5,175.0,1.0,0,0,0
6,120.0,1.0,0,0,0
7,226.0,1.0,0,0,0
8,220.0,1.0,0,0,0
9,208.0,1.0,0,0,0
10,152.0,1.0,0,0,0
11,199.0,1.0,0,0,0
12,150.0,1.0,0,0,0
13,156.0,1.0,0,0,0
14,157.0,1.0,0,0,0
15,211.0,1.0,0,0,0
16,189.0,1.0,0,0,0
17,199.0,1.0,0,0,0
18,149.0,1.0,0,0,0
19,210.0,1.0,0,0,0
20,171.0,1.0,0,0,0
21,142.0,1.0,0,0,0
22,128.0,1.0,0,0,0
23,122.0,1.0,0,0,0
24,132.0,1.0,0,0,0
25,202.0,1.0,0,0,0
26,153.0,1.0,0,0,0
27,169.0,1.0,0,0,0
28,168.0,1.0,0,0,0
29,227.0,1.0,0,0,0
30,160.0,1.0,0,0,0
31,218.0,1.0,0,0,0
32,189.0,1.0,0,0,0
33,134.0,1.0,0,0,0
34,193.0,1.0,0,0,0
35,118.0,1.0,0,0,0
36,150.0,1.0,0,0,0
37,187.0,1.0,0,0,0
38,157.0,1.0,0,0,0
39,152.0,1.0,0,0,0
40,169.0,1.0,0,0,0
41,184.0,1.0,0,0,0
42,177.0,1.0,0,0,0
43,142.0,1.0,0,0,0
44,226.0,1.0,0,0,0
45,223.0,1.0,0,0,0
46,200.0,1.0,0,0,0
47,168.0,1.0,0,0,0
48,123.0,1.0,0,0,0
49,227.0,1.0,0,0,0
0,172.0,1.0,0,0,0
1,136.0,1.0,0,0,0
2,116.0,1.0,0,0,0
3,144.0,1.0,0,0,0
4,177.0,1.0,0,0,0
5,165.0,1.0,0,0,0
6,184.0,1.0,0,0,0
7,129.0,1.0,0,0,0
8,148.0,1.0,0,0,0
9,170.0,1.0,0,0,0
10,170.0,1.0,0,0,0
11,191.0,1.0,0,0,0
12,121.0,1.0,0,0,0
13,196.0,1.0,0,0,0
14,220.0,1.0,0,0,0
15,162.0,1.0,0,0,0
16,195.0,1.0,0,0,0
17,161.0,1.0,0,0,0
18,209.0,1.0,0,0,0
19,131.0,1.0,0,0,0
20,195.0,1.0,0,0,0
21,115.0,1.0,0,0,0
22,117.0,1.0,0,0,0
23,585.0,1.0,0,0,0
24,169.0,1.0,0,0,0
25,125.0,1.0,0,0,0
26,127.0,1.0,0,0,0
27,219.0,1.0,0,0,0
28,126.0,1.0,0,0,0
29,149.0,1.0,0,0,0
30,222.0,1.0,0,0,0
31,198.0,1.0,0,0,0
32,184.0,1.0,0,0,0
33,191.0,1.0,0,0,0
34,166.0,1.0,0,0,0
35,196.0,1.0,0,0,0
36,149.0,1.0,0,0,0
37,153.0,1.0,0,0,0
38,229.0,1.0,0,0,0
39,152.0,1.0,0,0,0
40,134.0,1.0,0,0,0
41,146.0,1.0,0,0,0
42,143.0,1.0,0,0,0
43,158.0,1.0,0,0,0
44,123.0,1.0,0,0,0
45,207.0,1.0,0,0,0
46,140.0,1.0,0,0,0
47,187.0,1.0,0,0,0
48,123.0,1.0,0,0,0
49,117.0,1.0,0,0,0
0,227.0,1.0,0,0,0
1,201.0,1.0,0,0,0
2,177.0,1.0,0,0,0
3,210.0,1.0,0,0,0
4,167.0,1.0,0,0,0
5,140.0,1.0,0,0,0
6,170.0,1.0,0,0,0
7,214.0,1.0,0,0,0
8,204.0,1.0,0,0,0
9,216.0,1.0,0,0,0
10,176.0,1.0,0,0,0
11,200.0,1.0,0,0,0
12,198.0,1.0,0,0,0
13,214.0,1.0,0,0,0
14,151.0,1.0,0,0,0
15,190.0,1.0,0,0,0
16,125.0,1.0,0,0,0
17,664.0,1.0,0,0,0
18,167.0,1.0,0,0,0
19,174.0,1.0,0,0,0
20,130.0,1.0,0,0,0
21,154.0,1.0,0,0,0
22,219.0,1.0,0,0,0
23,123.0,1.0,0,0,0
24,132.0,1.0,0,0,0
25,203.0,1.0,0,0,0
26,152.0,1.0,0,0,0
27,155.0,1.0,0,0,0
28,120.0,1.0,0,0,0
29,156.0,1.0,0,0,0
30,128.0,1.0,0,0,0
31,201.0,1.0,0,0,0
32,179.0,1.0,0,0,0
33,181.0,1.0,0,0,0
34,192.0,1.0,0,0,0
35,163.0,1.0,0,0,0
36,145.0,1.0,0,0,0
37,180.0,1.0,0,0,0
38,168.0,1.0,0,0,0
39,175.0,1.0,0,0,0
40,179.0,1.0,0,0,0
41,136.0,1.0,0,0,0
42,210.0,1.0,0,0,0
43,122.0,1.0,0,0,0
44,139.0,1.0,0,0,0
45,174.0,1.0,0,0,0
46,135.0,1.0,0,0,0
47,213.0,1.0,0,0,0
48,145.0,1.0,0,0,0
49,151.0,1.0,0,0,0
0,143.0,1.0,0,0,0
1,127.0,1.0,0,0,0
2,205.0,1.0,0,0,0
3,158.0,1.0,0,0,0
4,131.0,1.0,0,0,0
5,217.0,1.0,0,0,0
6,129.0,1.0,0,0,0
7,123.0,1.0,0,0,0
8,220.0,1.0,0,0,0
9,209.0,1.0,0,0,0
10,211.0,1.0,0,0,0
11,129.0,1.0,0,0,0
12,223.0,1.0,0,0,0
13,165.0,1.0,0,0,0
14,119.0,1.0,0,0,0
15,204.0,1.0,0,0,0
16,205.0,1.0,0,0,0
17,192.0,1.0,0,0,0
18,139.0,1.0,0,0,0
19,217.0,1.0,0,0,0
20,172.0,1.0,0,0,0
21,126.0,1.0,0,0,0
22,116.0,1.0,0,0,0
23,173.0,1.0,0,0,0
24,145.0,1.0,0,0,0
25,168.0,1.0,0,0,0
26,161.0,1.0,0,0,0
27,120.0,1.0,0,0,0
28,178.0,1.0,0,0,0
29,188.0,1.0,0,0,0
30,167.0,1.0,0,0,0
31,128.0,1.0,0,0,0
32,164.0,1.0,0,0,0
33,214.0,1.0,0,0,0
34,196.0,1.0,0,0,0
35,197.0,1.0,0,0,0
36,189.0,1.0,0,0,0
37,191.0,1.0,0,0,0
